Survived,Age,Fare,Pclass,FamilySurvived,Ticket_label,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Cabin_label_A,Cabin_label_B,Cabin_label_C,Cabin_label_D,Cabin_label_E,Cabin_label_F,Cabin_label_G,Cabin_label_T,Cabin_label_U,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty
1.0,31.0,113.275,1,2.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,27.0,7.925,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,42.0,27.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,32.0,76.2917,1,1.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,30.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,16.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,27.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,51.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,38.0,90.0,1,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,22.0,9.35,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,19.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,20.5,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,18.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,5.576768398268398,25.4667,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,35.0,83.475,1,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,29.0,7.775,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,59.0,13.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,5.0,31.3875,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,24.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,24.214279150809407,7.55,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,44.0,26.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,8.0,26.25,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,19.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,33.0,12.275,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,27.06302345663013,14.4542,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,27.06302345663013,15.5,3,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,29.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,22.0,7.125,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,30.0,7.225,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,44.0,90.0,1,2.0,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,25.0,7.775,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.0,14.5,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,37.0,52.5542,1,2.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,54.0,26.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,28.421210579818556,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,10.4625,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,62.0,26.55,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,30.0,16.1,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,41.0,20.2125,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,29.0,15.2458,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,36.44560766698366,79.2,1,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,30.0,86.5,1,1.0,2.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,35.0,512.3292,1,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,50.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.421210579818556,7.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,3.0,31.3875,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,52.0,79.65,1,2.0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,40.0,0.0,1,1.0,1.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,36.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,16.0,39.6875,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,25.0,7.775,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,58.0,153.4625,1,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,35.0,135.6333,1,1.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,42.91931074644119,31.0,1,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,25.0,0.0,3,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,41.0,19.5,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,37.0,29.7,1,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,63.0,77.9583,1,2.0,2.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,45.0,7.75,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,32.809148444153756,0.0,2,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,7.0,29.125,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,35.0,20.25,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,65.0,7.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,7.8542,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,16.0,9.5,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,19.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,42.91931074644119,26.0,1,1.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,33.0,8.6625,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,30.0,9.5,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,22.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,42.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,22.0,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,26.0,78.85,1,1.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,19.0,91.0792,1,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,36.0,12.875,2,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,24.0,8.85,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,24.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,42.91931074644119,27.7208,1,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,23.5,7.2292,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,2.0,151.55,1,2.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,42.91931074644119,30.5,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,50.0,247.5208,1,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,26.228539862914868,23.25,3,2.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,19.0,0.0,3,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,31.00289530569455,12.35,2,1.0,1.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,28.421210579818556,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,0.92,151.55,1,2.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,36.44560766698366,110.8833,1,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,17.0,108.9,1,2.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,30.0,24.0,2,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,30.0,56.9292,1,1.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,24.0,83.1583,1,1.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,18.0,262.375,1,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,26.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,43.0,26.25,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,26.0,7.8542,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,54.0,14.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,31.0,164.8667,1,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,40.0,134.5,1,2.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,22.0,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,27.0,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,30.0,12.35,2,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,22.0,29.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,13.120047619047618,69.55,3,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,36.0,135.6333,1,1.0,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,61.0,6.2375,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,36.0,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,31.0,20.525,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,16.0,57.9792,1,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,21.044917858739414,23.25,3,2.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,45.5,28.5,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,38.0,153.4625,1,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,16.0,18.0,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,38.05502360942216,133.65,1,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,66.6,1,2.0,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,41.0,134.5,1,1.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,45.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,45.0,35.5,1,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,2.0,26.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,24.0,263.0,1,1.0,1.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,28.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,25.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,36.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,24.0,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,40.0,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,27.06302345663013,16.1,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,3.0,15.9,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,42.0,8.6625,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,23.0,9.225,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,42.91931074644119,35.0,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,15.0,7.2292,3,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,25.0,17.8,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,7.225,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,9.5,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,22.0,55.0,1,2.0,2.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,38.0,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.214279150809407,7.8792,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.214279150809407,7.8792,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,40.0,27.9,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,27.7208,2,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,45.0,14.4542,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,35.0,7.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,25.88010381537314,15.5,3,2.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,30.0,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,60.0,75.25,1,2.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,24.214279150809407,7.2292,3,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,24.214279150809407,7.75,3,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,24.0,69.3,1,1.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,25.0,55.4417,1,2.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.0,18.0,6.4958,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,19.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,22.0,135.6333,1,1.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,3.0,21.075,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,38.05502360942216,82.1708,1,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,22.0,7.25,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,27.0,211.5,1,2.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,20.0,4.0125,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,19.0,7.775,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,42.0,227.525,1,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,1.0,15.7417,3,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,32.0,7.925,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,35.0,52.0,1,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,18.0,73.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,1.0,46.9,3,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.0,36.0,13.0,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.7292,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,17.0,12.0,2,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.0,36.0,120.0,1,2.0,2.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,21.0,7.7958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,7.925,3,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,23.0,113.275,1,2.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,24.0,16.7,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.0,22.0,7.7958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,31.0,7.8542,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,46.0,26.0,2,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,23.0,10.5,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1.0,28.0,12.65,2,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,39.0,7.925,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,26.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,21.0,9.825,3,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.0,15.85,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,20.0,8.6625,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,34.0,21.0,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,51.0,7.75,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,3.0,18.75,2,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0,21.0,7.775,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,5.576768398268398,25.4667,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,6.8583,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,33.0,90.0,1,2.0,2.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,32.809148444153756,0.0,2,1.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,44.0,7.925,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,24.214279150809407,8.05,3,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,34.0,32.5,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,18.0,13.0,2,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,30.0,13.0,2,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,10.0,24.15,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.8958,3,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,21.0,7.7333,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,29.0,7.875,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.0,14.4,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,18.0,20.2125,3,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0,28.421210579818556,7.25,3,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,28.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,19.0,26.0,2,1.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.0,28.421210579818556,7.75,3,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1.0,32.0,8.05,3,1.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.0,28.0,26.55,1,1.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,27.06302345663013,16.1,3,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,42.0,26.0,2,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
